id,totalcost,totalduration,airport,flightid,flightcost,parkingcost,drivingcost,timeleavehome,flightdeparture,flightduration,atairporttime,drivingduration,airline,selected
237,165.81,544,BWI,2ciqOzND4aTUuEtKvqnX82001,128.1,35.6,2.11,2016-01-25T05:00,2016-01-25T08:20-05:00,352,120,72,NK,1
1,180.81,552,BWI,2ciqOzND4aTUuEtKvqnX82002,143.1,35.6,2.11,2016-01-25T04:15,2016-01-25T07:40-05:00,360,120,72,AS,1
244,189.31,645,BWI,2ciqOzND4aTUuEtKvqnX82003,151.6,35.6,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,458,120,67,UA,1
6,217.31,683,BWI,2ciqOzND4aTUuEtKvqnX8200U,179.6,35.6,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,491,120,72,UA,1
317,222.21,522,IAD,0FYkDuZ1Gh6TlvJMkNtn19001,180.1,40,2.11,2016-01-25T14:00,2016-01-25T17:05-05:00,350,120,52,VX,1
819,248.51,470,DCA,RSETozIzLjLQdvO1tO9iRU001,180.1,68,0.41,2016-01-25T07:30,2016-01-25T09:15-05:00,374,75,21,AS,1
1135,259.01,590,DCA,RSETozIzLjLQdvO1tO9iRU003,190.6,68,0.41,2016-01-25T08:45,2016-01-25T10:30-05:00,494,75,21,UA,1
24,270.31,667,BWI,2ciqOzND4aTUuEtKvqnX8200X,232.6,35.6,2.11,2016-01-25T13:45,2016-01-25T17:01-05:00,479,120,68,UA,1
825,278.01,591,DCA,RSETozIzLjLQdvO1tO9iRU00B,209.6,68,0.41,2016-01-25T15:15,2016-01-25T17:00-05:00,495,75,21,VX,1
1186,279.01,561,DCA,RSETozIzLjLQdvO1tO9iRU006,210.6,68,0.41,2016-01-25T07:00,2016-01-25T08:45-05:00,465,75,21,UA,1
5,194.31,775,BWI,2ciqOzND4aTUuEtKvqnX8200D,156.6,35.6,2.11,2016-01-25T14:00,2016-01-25T17:15-05:00,587,120,68,AS,0
7,228.31,787,BWI,2ciqOzND4aTUuEtKvqnX8200F,190.6,35.6,2.11,2016-01-25T13:00,2016-01-25T16:10-05:00,598,120,69,B6,0
322,230.71,752,IAD,0FYkDuZ1Gh6TlvJMkNtn19003,188.6,40,2.11,2016-01-25T07:00,2016-01-25T10:00-05:00,580,120,52,VX,0
10,232.31,842,BWI,2ciqOzND4aTUuEtKvqnX8200k,194.6,35.6,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,655,120,67,UA,0
12,240.31,830,BWI,2ciqOzND4aTUuEtKvqnX8200l,202.6,35.6,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,643,120,67,UA,0
818,244.01,611,DCA,RSETozIzLjLQdvO1tO9iRU002,175.6,68,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,515,75,21,VX,0
325,246.71,809,IAD,0FYkDuZ1Gh6TlvJMkNtn1900y,204.6,40,2.11,2016-01-25T09:30,2016-01-25T12:39-05:00,632,120,57,UA,0
747,256.71,788,IAD,0FYkDuZ1Gh6TlvJMkNtn1900o,214.6,40,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,616,120,52,UA,0
333,257.71,751,IAD,0FYkDuZ1Gh6TlvJMkNtn1900F,215.6,40,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,578,120,53,UA,0
820,261.01,726,DCA,RSETozIzLjLQdvO1tO9iRU00I,192.6,68,0.41,2016-01-25T09:30,2016-01-25T11:20-05:00,625,75,26,VX,0
335,261.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn1900E,219.6,40,2.11,2016-01-25T14:30,2016-01-25T17:25-05:00,563,120,53,UA,0
262,266.31,786,BWI,2ciqOzND4aTUuEtKvqnX8200Y,228.6,35.6,2.11,2016-01-25T13:45,2016-01-25T17:01-05:00,598,120,68,UA,0
276,267.31,937,BWI,2ciqOzND4aTUuEtKvqnX82014,229.6,35.6,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,745,120,72,UA,0
338,267.7,677,IAD,0FYkDuZ1Gh6TlvJMkNtn19004,225.59,40,2.11,2016-01-25T03:30,2016-01-25T06:30-05:00,503,120,54,B6,0
822,269.01,604,DCA,RSETozIzLjLQdvO1tO9iRU008,200.6,68,0.41,2016-01-25T15:15,2016-01-25T17:00-05:00,508,75,21,F9,0
823,274.01,735,DCA,RSETozIzLjLQdvO1tO9iRU00J,205.6,68,0.41,2016-01-25T13:45,2016-01-25T15:29-05:00,639,75,21,B6,0
27,275.31,832,BWI,2ciqOzND4aTUuEtKvqnX8200u,237.6,35.6,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,645,120,67,UA,0
28,277.31,822,BWI,2ciqOzND4aTUuEtKvqnX8200t,239.6,35.6,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,635,120,67,UA,0
341,277.71,753,IAD,0FYkDuZ1Gh6TlvJMkNtn19010,235.6,40,2.11,2016-01-25T10:00,2016-01-25T12:52-05:00,581,120,52,UA,0
362,280.71,738,IAD,0FYkDuZ1Gh6TlvJMkNtn1900z,238.6,40,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,561,120,57,UA,0
44,282.31,926,BWI,2ciqOzND4aTUuEtKvqnX8200q,244.6,35.6,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,734,120,72,UA,0
833,283.01,661,DCA,RSETozIzLjLQdvO1tO9iRU00y,214.6,68,0.41,2016-01-25T11:00,2016-01-25T12:45-05:00,565,75,21,UA,0
862,283.45,605,DCA,RSETozIzLjLQdvO1tO9iRU00F,215.04,68,0.41,2016-01-25T13:45,2016-01-25T15:29-05:00,509,75,21,B6,0
368,284.71,723,IAD,0FYkDuZ1Gh6TlvJMkNtn1900p,242.6,40,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,551,120,52,UA,0
864,286.01,715,DCA,RSETozIzLjLQdvO1tO9iRU017,217.6,68,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,618,75,22,UA,0
54,286.31,785,BWI,2ciqOzND4aTUuEtKvqnX8200p,248.6,35.6,2.11,2016-01-25T12:45,2016-01-25T15:55-05:00,598,120,67,UA,0
61,287.32,874,BWI,2ciqOzND4aTUuEtKvqnX8200I,249.61,35.6,2.11,2016-01-25T13:00,2016-01-25T16:10-05:00,685,120,69,B6,0
370,287.71,770,IAD,0FYkDuZ1Gh6TlvJMkNtn19009,245.6,40,2.11,2016-01-25T11:00,2016-01-25T14:00-05:00,598,120,52,B6,0
375,288.71,801,IAD,0FYkDuZ1Gh6TlvJMkNtn1900r,246.6,40,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,629,120,52,UA,0
62,291.31,870,BWI,2ciqOzND4aTUuEtKvqnX82013,253.6,35.6,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,678,120,72,UA,0
64,293.31,824,BWI,2ciqOzND4aTUuEtKvqnX8201h,255.6,35.6,2.11,2016-01-25T12:45,2016-01-25T15:55-05:00,637,120,67,UA,0
344,295.71,872,IAD,0FYkDuZ1Gh6TlvJMkNtn1901j,253.6,40,2.11,2016-01-25T09:45,2016-01-25T12:46-05:00,695,120,57,UA,0
1141,297.01,696,DCA,RSETozIzLjLQdvO1tO9iRU00L,228.6,68,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,600,75,21,VX,0
66,297.31,938,BWI,2ciqOzND4aTUuEtKvqnX8202c,259.6,35.6,2.11,2016-01-25T10:45,2016-01-25T14:01-05:00,751,120,67,UA,0
381,298.71,778,IAD,0FYkDuZ1Gh6TlvJMkNtn1901E,256.6,40,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,601,120,57,UA,0
68,299.31,768,BWI,2ciqOzND4aTUuEtKvqnX8200G,261.6,35.6,2.11,2016-01-25T04:45,2016-01-25T08:00-05:00,576,120,72,NK,0
384,300.71,763,IAD,0FYkDuZ1Gh6TlvJMkNtn19019,258.6,40,2.11,2016-01-25T09:45,2016-01-25T12:47-05:00,586,120,57,UA,0
70,301.31,775,BWI,2ciqOzND4aTUuEtKvqnX8200Z,263.6,35.6,2.11,2016-01-25T13:45,2016-01-25T17:01-05:00,587,120,68,UA,0
867,302.01,774,DCA,RSETozIzLjLQdvO1tO9iRU01X,233.6,68,0.41,2016-01-25T13:45,2016-01-25T15:30-05:00,678,75,21,UA,0
1144,303.01,803,DCA,RSETozIzLjLQdvO1tO9iRU04E,234.6,68,0.41,2016-01-25T13:00,2016-01-25T14:45-05:00,707,75,21,UA,0
346,303.71,808,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Q,261.6,40,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,631,120,57,UA,0
71,310.31,923,BWI,2ciqOzND4aTUuEtKvqnX8201l,272.6,35.6,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,736,120,67,UA,0
391,311.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1901u,269.6,40,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,683,120,57,UA,0
392,312.71,704,IAD,0FYkDuZ1Gh6TlvJMkNtn19008,270.6,40,2.11,2016-01-25T14:00,2016-01-25T17:00-05:00,532,120,52,UA,0
348,314.71,802,IAD,0FYkDuZ1Gh6TlvJMkNtn1901c,272.6,40,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,630,120,52,UA,0
351,320.71,735,IAD,0FYkDuZ1Gh6TlvJMkNtn1901K,278.6,40,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,563,120,52,UA,0
871,321.01,717,DCA,RSETozIzLjLQdvO1tO9iRU01S,252.6,68,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,620,75,22,UA,0
872,322.57,734,DCA,RSETozIzLjLQdvO1tO9iRU00P,254.16,68,0.41,2016-01-25T12:15,2016-01-25T13:59-05:00,638,75,21,B6,0
873,323.02,822,DCA,RSETozIzLjLQdvO1tO9iRU00R,254.61,68,0.41,2016-01-25T13:45,2016-01-25T15:29-05:00,726,75,21,B6,0
73,323.31,966,BWI,2ciqOzND4aTUuEtKvqnX82021,285.6,35.6,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,774,120,72,UA,0
75,324.31,845,BWI,2ciqOzND4aTUuEtKvqnX8201P,286.6,35.6,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,653,120,72,UA,0
349,325.71,902,IAD,0FYkDuZ1Gh6TlvJMkNtn1902e,283.6,40,2.11,2016-01-25T09:15,2016-01-25T12:16-05:00,725,120,57,UA,0
76,326.31,950,BWI,2ciqOzND4aTUuEtKvqnX8201y,288.6,35.6,2.11,2016-01-25T04:30,2016-01-25T07:47-05:00,758,120,72,UA,0
405,326.71,840,IAD,0FYkDuZ1Gh6TlvJMkNtn1902C,284.6,40,2.11,2016-01-25T05:15,2016-01-25T08:15-05:00,668,120,52,UA,0
297,327.31,806,BWI,2ciqOzND4aTUuEtKvqnX8200h,289.6,35.6,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,614,120,72,UA,0
710,328.71,693,IAD,0FYkDuZ1Gh6TlvJMkNtn1900A,286.6,40,2.11,2016-01-25T09:30,2016-01-25T12:30-05:00,516,120,57,UA,0
406,329.71,865,IAD,0FYkDuZ1Gh6TlvJMkNtn19050,287.6,40,2.11,2016-01-25T09:45,2016-01-25T12:45-05:00,688,120,57,UA,0
393,330.71,780,IAD,0FYkDuZ1Gh6TlvJMkNtn1901h,288.6,40,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,608,120,52,UA,0
436,334.71,695,IAD,0FYkDuZ1Gh6TlvJMkNtn1900C,292.6,40,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,518,120,57,UA,0
441,336.71,736,IAD,0FYkDuZ1Gh6TlvJMkNtn1901S,294.6,40,2.11,2016-01-25T09:30,2016-01-25T12:32-05:00,559,120,57,UA,0
409,338.71,713,IAD,0FYkDuZ1Gh6TlvJMkNtn1900H,296.6,40,2.11,2016-01-25T12:45,2016-01-25T15:44-05:00,541,120,52,UA,0
414,339.71,798,IAD,0FYkDuZ1Gh6TlvJMkNtn19014,297.6,40,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,626,120,52,UA,0
399,341.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903I,299.6,40,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52,UA,0
443,342.71,882,IAD,0FYkDuZ1Gh6TlvJMkNtn1902v,300.6,40,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,710,120,52,UA,0
882,343.01,776,DCA,RSETozIzLjLQdvO1tO9iRU021,274.6,68,0.41,2016-01-25T10:15,2016-01-25T12:05-05:00,680,75,21,UA,0
418,343.71,738,IAD,0FYkDuZ1Gh6TlvJMkNtn1900l,301.6,40,2.11,2016-01-25T14:30,2016-01-25T17:23-05:00,565,120,53,UA,0
425,344.71,728,IAD,0FYkDuZ1Gh6TlvJMkNtn1901Y,302.6,40,2.11,2016-01-25T09:30,2016-01-25T12:40-05:00,551,120,57,UA,0
1215,346.01,713,DCA,RSETozIzLjLQdvO1tO9iRU00g,277.6,68,0.41,2016-01-25T15:00,2016-01-25T16:43-05:00,616,75,22,UA,0
1217,347.01,776,DCA,RSETozIzLjLQdvO1tO9iRU026,278.6,68,0.41,2016-01-25T06:00,2016-01-25T07:45-05:00,680,75,21,UA,0
902,348.01,810,DCA,RSETozIzLjLQdvO1tO9iRU02E,279.6,68,0.41,2016-01-25T05:15,2016-01-25T07:00-05:00,714,75,21,UA,0
431,348.71,801,IAD,0FYkDuZ1Gh6TlvJMkNtn1904v,306.6,40,2.11,2016-01-25T07:15,2016-01-25T10:15-05:00,629,120,52,UA,0
458,349.71,883,IAD,0FYkDuZ1Gh6TlvJMkNtn19031,307.6,40,2.11,2016-01-25T09:30,2016-01-25T12:35-05:00,706,120,57,UA,0
84,350.31,955,BWI,2ciqOzND4aTUuEtKvqnX8202B,312.6,35.6,2.11,2016-01-25T02:45,2016-01-25T06:01-05:00,763,120,72,UA,0
464,350.71,853,IAD,0FYkDuZ1Gh6TlvJMkNtn1902o,308.6,40,2.11,2016-01-25T05:15,2016-01-25T08:21-05:00,681,120,52,UA,0
467,351.71,735,IAD,0FYkDuZ1Gh6TlvJMkNtn1904X,309.6,40,2.11,2016-01-25T14:15,2016-01-25T17:10-05:00,562,120,53,UA,0
89,352.31,936,BWI,2ciqOzND4aTUuEtKvqnX82029,314.6,35.6,2.11,2016-01-25T07:45,2016-01-25T10:56-05:00,749,120,67,UA,0
472,352.71,913,IAD,0FYkDuZ1Gh6TlvJMkNtn1903T,310.6,40,2.11,2016-01-25T06:30,2016-01-25T09:30-05:00,741,120,52,UA,0
1229,353.01,727,DCA,RSETozIzLjLQdvO1tO9iRU01u,284.6,68,0.41,2016-01-25T12:00,2016-01-25T13:45-05:00,630,75,22,UA,0
728,355.71,720,IAD,0FYkDuZ1Gh6TlvJMkNtn1901i,313.6,40,2.11,2016-01-25T05:30,2016-01-25T08:36-05:00,548,120,52,UA,0
927,356.01,733,DCA,RSETozIzLjLQdvO1tO9iRU04z,287.6,68,0.41,2016-01-25T12:00,2016-01-25T13:37-05:00,636,75,22,UA,0
444,356.71,879,IAD,0FYkDuZ1Gh6TlvJMkNtn1903A,314.6,40,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,705,120,54,UA,0
476,357.71,928,IAD,0FYkDuZ1Gh6TlvJMkNtn1903k,315.6,40,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,756,120,52,UA,0
1146,358.01,632,DCA,RSETozIzLjLQdvO1tO9iRU00O,289.6,68,0.41,2016-01-25T15:15,2016-01-25T17:00-05:00,536,75,21,AS,0
478,358.71,807,IAD,0FYkDuZ1Gh6TlvJMkNtn1902V,316.6,40,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,635,120,52,UA,0
480,361.71,835,IAD,0FYkDuZ1Gh6TlvJMkNtn1902u,319.6,40,2.11,2016-01-25T05:45,2016-01-25T08:39-05:00,663,120,52,UA,0
453,362.71,849,IAD,0FYkDuZ1Gh6TlvJMkNtn1900W,320.6,40,2.11,2016-01-25T03:00,2016-01-25T06:05-05:00,675,120,54,UA,0
91,363.31,905,BWI,2ciqOzND4aTUuEtKvqnX8202z,325.6,35.6,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,713,120,72,UA,0
454,363.71,860,IAD,0FYkDuZ1Gh6TlvJMkNtn1905U,321.6,40,2.11,2016-01-25T05:30,2016-01-25T08:25-05:00,688,120,52,UA,0
93,364.31,900,BWI,2ciqOzND4aTUuEtKvqnX82030,326.6,35.6,2.11,2016-01-25T10:00,2016-01-25T13:20-05:00,713,120,67,UA,0
456,364.71,921,IAD,0FYkDuZ1Gh6TlvJMkNtn1903q,322.6,40,2.11,2016-01-25T09:30,2016-01-25T12:36-05:00,744,120,57,UA,0
929,365.01,781,DCA,RSETozIzLjLQdvO1tO9iRU02M,296.6,68,0.41,2016-01-25T08:00,2016-01-25T09:45-05:00,685,75,21,UA,0
933,366.01,731,DCA,RSETozIzLjLQdvO1tO9iRU01H,297.6,68,0.41,2016-01-25T06:45,2016-01-25T08:30-05:00,635,75,21,UA,0
1147,368.01,594,DCA,RSETozIzLjLQdvO1tO9iRU00e,299.6,68,0.41,2016-01-25T15:00,2016-01-25T16:43-05:00,497,75,22,UA,0
100,368.31,862,BWI,2ciqOzND4aTUuEtKvqnX82022,330.6,35.6,2.11,2016-01-25T03:15,2016-01-25T06:40-05:00,670,120,72,UA,0
451,368.71,828,IAD,0FYkDuZ1Gh6TlvJMkNtn1902y,326.6,40,2.11,2016-01-25T05:45,2016-01-25T08:46-05:00,656,120,52,UA,0
102,369.31,944,BWI,2ciqOzND4aTUuEtKvqnX8203B,331.6,35.6,2.11,2016-01-25T05:00,2016-01-25T08:12-05:00,752,120,72,UA,0
457,369.71,844,IAD,0FYkDuZ1Gh6TlvJMkNtn19039,327.6,40,2.11,2016-01-25T05:30,2016-01-25T08:30-05:00,672,120,52,UA,0
